Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotación AM
VILLAHERMOSA,12001,VLLH 120 MUE CARRIZAL,12,1,0.08333333333333333,12,11,0.9166666666666666
"TULTITLAN,EDO M",672402,,14,1,0.07142857142857142,12,11,0.9166666666666666
"SALAMANCA, GTO",131402,SLMC 1314 ROP POWER TOWN,12,1,0.08333333333333333,12,11,0.9166666666666666
VERACRUZ VER,17702,VRCZ 177 ROP LOS PINOS,13,0,0,12,11,0.9166666666666666
"MERIDA, YUCATAN",774902,,12,2,0.16666666666666666,12,11,0.9166666666666666
GUADALAJARA JAL,782402,,12,1,0.08333333333333333,12,11,0.9166666666666666
GUADALAJARA JAL,41902,,12,0,0,12,11,0.9166666666666666
GENERAL ESCOBED,795002,GESC 7950 ROP SENDERO ESCOBEDO,14,0,0,12,11,0.9166666666666666
"TIJUANA, BCN",43702,,13,1,0.07692307692307693,12,11,0.9166666666666666
TEXCOCO EDO MEX,101702,TXCC 1017 ROP PATIO TEXCOCO,12,2,0.16666666666666666,12,11,0.9166666666666666
"MAZATLAN, SIN.",112301,,11,2,0.18181818181818182,12,11,0.9166666666666666
A. OBREGON D.F.,120001,ALOB 1200 MUE VASCO DE QUIROGA,11,3,0.2727272727272727,12,11,0.9166666666666666
CHIMALHUACAN EM,108802,,12,0,0,12,11,0.9166666666666666
S JOSE DEL CABO,29601,,20,1,0.05,24,22,0.9166666666666666
VERACRUZ VER,650402,,9,2,0.2222222222222222,12,11,0.9166666666666666
VILLAHERMOSA,12002,,12,0,0,12,11,0.9166666666666666
GENERAL ESCOBED,795002,,17,0,0,12,11,0.9166666666666666
BOCA DEL RIO,653601,,12,0,0,12,11,0.9166666666666666
"APAN, HIDALGO",764001,APAN 7640 MUE ZARAGOZA,12,1,0.08333333333333333,12,11,0.9166666666666666
"CD JUAREZ, CHIU",15001,CDJZ 150 MUE AEROPUERTO,11,0,0,12,11,0.9166666666666666
NAUCALPAN EDO MEX,141401,,13,1,0.07692307692307693,12,11,0.9166666666666666
GENERAL ESCOBED,18802,,11,3,0.2727272727272727,12,11,0.9166666666666666
ZUMPANGO EDO MEXICO,88102,,12,3,0.25,12,11,0.9166666666666666
TLAJOMULCO DE Z,656802,TLJM 6568 ROP CONCEPCION,12,1,0.08333333333333333,12,11,0.9166666666666666
TEXCOCO EDO MEX,101702,,12,0,0,12,11,0.9166666666666666
"MONTERREY, N.L.",49602,,12,1,0.08333333333333333,12,11,0.9166666666666666
"CD JUAREZ, CHIU",15001,,11,0,0,12,11,0.9166666666666666
CHIMALHUACAN EM,770802,CHCN 7708 ROP CHIMALHUACAN,11,2,0.18181818181818182,11,10,0.9090909090909091
"PUEBLA, PUEBLA.",116901,,12,0,0,11,10,0.9090909090909091
TLAQUEPAQUE,100601,TLQP 1006 MUE CRUZ DEL SUR,11,3,0.2727272727272727,11,10,0.9090909090909091
CHIMALHUACAN EM,667102,#N/A,13,2,0.15384615384615385,11,10,0.9090909090909091
"LERDO, DURANGO",44401,LRDO 444 MUE VILLA VIVERO,11,1,0.09090909090909091,11,10,0.9090909090909091
OAXACA OAXACA,149001,,11,0,0,11,10,0.9090909090909091
LOS REYES LAPAZ,124601,LRYP 1246 MUE TIENDA UDIS,10,0,0,11,10,0.9090909090909091
TLAJOMULCO DE Z,31701,,10,0,0,11,10,0.9090909090909091
TLAHUAC D.F.,139302,TLHC 1393 ROP LA HABANA,10,1,0.1,11,10,0.9090909090909091
"PUEBLA, PUEBLA.",116901,PBLA II 1169 MUE UDIS REFORMA,12,2,0.16666666666666666,11,10,0.9090909090909091
AZCAPOTZALCO DF,134102,AZCP 1341 ROP PLAZA VIA VALLEJ,11,2,0.18181818181818182,11,10,0.9090909090909091
"PUEBLA, PUEBLA.",116902,PBLA II 1169 ROP UDIS REFORMA,11,2,0.18181818181818182,11,10,0.9090909090909091
"UMAN, YUCATAN",126901,UMAN 1269 MUE HENEQUEN,12,1,0.08333333333333333,11,10,0.9090909090909091
GUADALAJARA JAL,115901,,11,2,0.18181818181818182,11,10,0.9090909090909091
"TULTITLAN,EDO M",672402,#N/A,15,0,0,11,10,0.9090909090909091
SAN NICOLAS N.L,119502,SNNG 1195 ROP LAS PUENTES,9,1,0.1111111111111111,11,10,0.9090909090909091
TLAQUEPAQUE,109702,TLQP 1097 ROP LAS PINTAS,13,4,0.3076923076923077,11,10,0.9090909090909091
"LERDO, DURANGO",44401,,11,0,0,11,10,0.9090909090909091
TLAJOMULCO DE Z,31701,TLJM 317 MUE LAS PLAZAS,10,1,0.1,11,10,0.9090909090909091
"PACHUCA,HIDALGO",765702,PCHC 7657 ROP EXPLANADA,9,4,0.4444444444444444,11,10,0.9090909090909091
SAN MARTIN T. P,10901,SNMT 109 MUE 16 DE SEPT II,19,4,0.21052631578947367,21,19,0.9047619047619048
CUAUTITLAN IZCA,119801,,9,0,0,10,9,0.9
CUAUTITLAN IZCA,119801,CTLZ 1198 MUE 3 DE MAYO,9,1,0.1111111111111111,10,9,0.9
"CUERNAVACA, MOR",652202,,9,3,0.3333333333333333,10,9,0.9
OAXACA OAXACA,59202,OAXC 592 -535 CANADA OAX,10,0,0,10,9,0.9
SAN JUAN DLL JA,31302,SNJL 313 ROP GUERRERO,12,0,0,10,9,0.9
"QUERETARO, QRO.",786601,,11,0,0,10,9,0.9
"PALENQUE, CHIAPAS",673001,#N/A,15,4,0.26666666666666666,10,9,0.9
VILLA HIDALGO,790001,#N/A,10,2,0.2,10,9,0.9
HUAMANTLA,89502,HMTL 895 ROP JUAREZ SUR,10,0,0,10,9,0.9
GUADALAJARA JAL,29901,,11,0,0,10,9,0.9
"TULANCINGO, HGO",29302,TNGO 293 ROP 21 DE MARZO,20,1,0.05,20,18,0.9
"ZAPOPAN, JAL.",13002,ZPPN 130 ROP ZAP COPERNICO,9,2,0.2222222222222222,10,9,0.9
"TIZAYUCA, HIDALGO",40201,,18,4,0.2222222222222222,19,17,0.8947368421052632
OAXACA OAXACA,20201,OAXC 202 MUE UNIVERSIDAD,18,1,0.05555555555555555,19,17,0.8947368421052632
"MEXICALI, BCN.",2002,,17,2,0.11764705882352941,19,17,0.8947368421052632
SAN NICOLAS N.L,8701,SNNG 87 MUE SNG STO DOMING,35,12,0.34285714285714286,19,17,0.8947368421052632
"JUAREZ, NUEVO LEON",45602,,19,1,0.05263157894736842,19,17,0.8947368421052632
"MEXICALI, BCN.",2002,MXLI 20 ROP CACHANILLA 1,18,1,0.05555555555555555,19,17,0.8947368421052632
"ENSENADA, BCN",672501,#N/A,17,0,0,18,16,0.8888888888888888
ECATEPEC DE MOR,47601,ECTP 476 MUE SENDERO,18,0,0,18,16,0.8888888888888888
"TIJUANA, BCN",773702,TJNA 7737 ROP MEXICO LINDO,18,1,0.05555555555555555,18,16,0.8888888888888888
CUAUHTEMOC D.F.,140401,,18,1,0.05555555555555555,18,16,0.8888888888888888
"CD MENDOZA, VERACRUZ",91302,,18,0,0,18,16,0.8888888888888888
"IRAPUATO, GTO.",26302,,18,2,0.1111111111111111,18,16,0.8888888888888888
"GUANAJUATO, GTO",47301,GJTO 473 MUE ALHONDIGA,18,0,0,17,15,0.8823529411764706
"MISANTLA, VER",93601,,17,1,0.058823529411764705,17,15,0.8823529411764706
"OCOSINGO, CHIAPAS",100802,,16,5,0.3125,17,15,0.8823529411764706
"GUANAJUATO, GTO",47301,,18,0,0,17,15,0.8823529411764706
GENERAL ESCOBED,11502,GESC 115 ROP COMPOSTELA,17,1,0.058823529411764705,17,15,0.8823529411764706
"COMONFORT, GTO",103601,CMNF 1036 MUE COMONFORT,16,2,0.125,17,15,0.8823529411764706
ALAMO TEMAPACHE,97201,,16,1,0.0625,17,15,0.8823529411764706
"MANZANILLO, COL",663002,MZLL 6630 ROP SANTIAGO,11,2,0.18181818181818182,16,14,0.875
AMECAMECA EDO M,66902,,7,1,0.14285714285714285,8,7,0.875
"MEXICALI, BCN.",799202,MXLI 7992 ROP UDIS PEDREGAL,8,1,0.125,8,7,0.875
"SALAMANCA, GTO",52102,,8,2,0.25,8,7,0.875
CULIACAN SIN.,95002,,7,2,0.2857142857142857,8,7,0.875
OAXACA OAXACA,761202,,9,1,0.1111111111111111,8,7,0.875
CD DEL CARMEN,58402,,6,1,0.16666666666666666,8,7,0.875
"SALTILLO, COAH.",9501,,17,1,0.058823529411764705,16,14,0.875
"MERIDA, YUCATAN",75402,MRDA 754 MACROPLAZA,7,0,0,8,7,0.875
VERACRUZ VER,61402,,8,0,0,8,7,0.875
GENERAL ESCOBED,11501,GESC 115 MUE COMPOSTELA,13,1,0.07692307692307693,16,14,0.875
VILLA CORREGIDORA,41401,,15,4,0.26666666666666666,16,14,0.875
"SOLEDAD DE DOBLADO,",798902,,11,1,0.09090909090909091,16,14,0.875
LERMA DE VILLADA EDM,79502,,7,1,0.14285714285714285,8,7,0.875
"MEXICALI, BCN.",25801,,15,1,0.06666666666666667,16,14,0.875
"MEXICALI, BCN.",25801,MXLI 258 MUE JUVENTUD 2000,16,2,0.125,16,14,0.875
SAN MARTIN T. P,73002,SNMT 730 ALTAMIRANO,9,0,0,8,7,0.875
VERACRUZ VER,61402,VRCZ 614 -568 CANADA VER,8,0,0,8,7,0.875
HUEHUETOCA,91201,HHTA 912 MUE HUEHUETOCA,14,4,0.2857142857142857,15,13,0.8666666666666667
GUADALAJARA JAL,665602,GDLJ 6656 ROP PLAZA ATEMAJAC,11,0,0,15,13,0.8666666666666667
"OCOTLAN, JAL",87901,,15,1,0.06666666666666667,15,13,0.8666666666666667
"CD MADERO, TAMA",100901,,15,0,0,15,13,0.8666666666666667
APASEO EL GRANDE,100101,APSG 1001 MUE APASEO,15,0,0,15,13,0.8666666666666667
"TOLUCA, EDO MEX",99901,,13,2,0.15384615384615385,15,13,0.8666666666666667
"CD MADERO, TAMA",100901,CDMD 1009 MUE MADERO,15,0,0,15,13,0.8666666666666667
"MAGDALENA, SON",111801,MGLA 1118 MUE MAGDALENA,14,1,0.07142857142857142,15,13,0.8666666666666667
"GUAYMAS, SONORA",2201,GYMS 22 MUE SERDAN,15,3,0.2,15,13,0.8666666666666667
"MAZATLAN, SIN.",1402,MZTN 14 ROP AZUETA,13,0,0,15,13,0.8666666666666667
"MAZATLAN, SIN.",1402,,13,0,0,15,13,0.8666666666666667
ECATEPEC DE MOR,20002,,15,1,0.06666666666666667,15,13,0.8666666666666667
"PUEBLA, PUEBLA.",7102,,14,0,0,15,13,0.8666666666666667
"CD JUAREZ, CHIU",10701,,15,0,0,15,13,0.8666666666666667
"MAGDALENA, SON",111801,,14,0,0,15,13,0.8666666666666667
APASEO EL GRANDE,100101,,15,0,0,15,13,0.8666666666666667
VILLAGRAN,80101,VILL 801 MUE MORELOS,13,0,0,14,12,0.8571428571428571
"MERIDA, YUCATAN",75402,,6,1,0.16666666666666666,7,6,0.8571428571428571
CUAUHTEMOC D.F.,131502,CTMC 1315 ROP PZA CTRO CULTURA,7,0,0,7,6,0.8571428571428571
COACALCO DE BAR,661201,CCLC 6612 MUE COACALCO,14,0,0,14,12,0.8571428571428571
"PACHUCA,HIDALGO",57402,PCHC 574 -435 CANADA PACH,7,0,0,7,6,0.8571428571428571
ECATEPEC DE MOR,98102,,13,3,0.23076923076923078,14,12,0.8571428571428571
"CADEREYTA, N.L.",127102,CDTA 1271 ROP JUAREZ,7,0,0,7,6,0.8571428571428571
"LEON, GTO.",11101,LEON 111 MUE PZA PRINCIPAL,16,2,0.125,14,12,0.8571428571428571
GUSTAVO A MADERO DF,53302,,6,0,0,7,6,0.8571428571428571
"CARDENAS, TAB",27501,,15,2,0.13333333333333333,14,12,0.8571428571428571
OJUELOS DE JALISCO,125702,ODJA 1257 ROP HIDALGO,7,1,0.14285714285714285,7,6,0.8571428571428571
"XOCHIMILCO, D.F",56702,,7,3,0.42857142857142855,7,6,0.8571428571428571
"CD JUAREZ, CHIU",29202,CDJZ 292 ROP RIO GDE MALL,14,0,0,14,12,0.8571428571428571
"MEXICALI, BCN.",26601,MXLI 266 MUE PLAZA D SOL,13,0,0,14,12,0.8571428571428571
TAMAZUNCHALE,764102,,6,0,0,7,6,0.8571428571428571
"COATEPEC, VER",133402,,6,1,0.16666666666666666,7,6,0.8571428571428571
GUSTAVO A MADERO DF,53302,GAMD 533 ROP PROGRESO,6,1,0.16666666666666666,7,6,0.8571428571428571
MEDELLIN,110302,,14,0,0,14,12,0.8571428571428571
"CARDEL, VER",653202,,7,1,0.14285714285714285,7,6,0.8571428571428571
TAPACHULA CHIAP,797601,TPCH 7976 MUE GRAN PATIO TAPAC,12,0,0,14,12,0.8571428571428571
CHAMPOTON CAMPECHE,113902,CHTN 1139 ROP LOS MANGUITOS,16,0,0,14,12,0.8571428571428571
LAGOS DE MORENO,57802,LMRN 578 5 DE MAYO,7,0,0,7,6,0.8571428571428571
CD CUAUHTEMOC,8001,CDCC 80 MUE ALLENDE,13,4,0.3076923076923077,14,12,0.8571428571428571
"LA PAZ, BCS",86002,,14,1,0.07142857142857142,14,12,0.8571428571428571
"MEXICALI, BCN.",25802,,18,2,0.1111111111111111,21,18,0.8571428571428571
"TECAMAC, EDO ME",26101,,14,2,0.14285714285714285,14,12,0.8571428571428571
"CALPULALPAN, TLX",89801,,14,0,0,14,12,0.8571428571428571
SAN MARTIN T. P,10901,,21,0,0,21,18,0.8571428571428571
"PUREPERO, MICH",782701,PRPO 7827 MUE HIDALGO,11,1,0.09090909090909091,14,12,0.8571428571428571
"CARDENAS, TAB",27501,CRDS 275 MUE MOLINA,15,0,0,14,12,0.8571428571428571
"ZACAPU, MICHOAC",52802,ZCPU 528 -254 CANADA ZCU,8,1,0.125,7,6,0.8571428571428571
"NOGALES, SONORA",775902,,14,0,0,14,12,0.8571428571428571
"CD JUAREZ, CHIU",62502,,7,0,0,7,6,0.8571428571428571
"CD JUAREZ, CHIU",62502,CDJZ 625 -614 CANADA CJS,7,0,0,7,6,0.8571428571428571
"PUEBLA, PUEBLA.",128702,,15,1,0.06666666666666667,14,12,0.8571428571428571
"LA PAZ, BCS",86002,LPAZ 860 ROP OLACHEA,13,1,0.07692307692307693,14,12,0.8571428571428571
SAN FELIPE,105402,,15,1,0.06666666666666667,14,12,0.8571428571428571
"TECAMAC, EDO ME",26101,TCMC 261 MUE LOS HEROES,13,1,0.07692307692307693,14,12,0.8571428571428571
"ORIZABA, VER.",13702,ORZB 137 ROP MADERO,25,7,0.28,27,23,0.8518518518518519
"ORIZABA, VER.",13702,,25,0,0,27,23,0.8518518518518519
"HERMOSILLO, SON",104202,HLLO 1042 ROP QUIROGA,18,0,0,20,17,0.85
"MEXICALI, BCN.",45702,MXLI 457 ROP GALERIAS,19,3,0.15789473684210525,20,17,0.85
COATZACOALCOS,16802,CTZC 168 ROP HIDALGO,19,1,0.05263157894736842,20,17,0.85
LAZARO CARDENAS,13301,LCRS 133 MUE CARDENAS,19,0,0,20,17,0.85
"MONTERREY, N.L.",14801,,18,2,0.1111111111111111,20,17,0.85
"LEON, GTO.",78002,,14,4,0.2857142857142857,13,11,0.8461538461538461
"FRONTERA, COAH",88901,FNTR 889 MUE FRONTERA,12,1,0.08333333333333333,13,11,0.8461538461538461
TLALNEPANTLA DE,661401,TLNP 6614 MUE FASHION MALL TLA,12,1,0.08333333333333333,13,11,0.8461538461538461
"MERIDA, YUCATAN",19602,,12,3,0.25,13,11,0.8461538461538461
"LEON, GTO.",785302,LEON 7853 ROP ALTACIA LEON,12,2,0.16666666666666666,13,11,0.8461538461538461
RAFAEL LARA GRANADOS,778602,RALA 7786 ROP 24 DE MARZO,12,1,0.08333333333333333,13,11,0.8461538461538461
GUADALAJARA JAL,782402,GDLJ 7824 ROP GRAN TERRAZA OBL,12,1,0.08333333333333333,13,11,0.8461538461538461
"LEON, GTO.",37202,,14,0,0,13,11,0.8461538461538461
"TECAMAC, EDO ME",136701,,12,0,0,13,11,0.8461538461538461
VERACRUZ VER,43901,,11,0,0,13,11,0.8461538461538461
"COSCOMATEPEC, VER",108401,CSCM 1084 MUE NICOLAS BRAVO,13,1,0.07692307692307693,13,11,0.8461538461538461
"APODACA, N.L.",661002,APDC 6610 ROP PUEBLO NUEVO,12,0,0,13,11,0.8461538461538461
"CHIHUAHUA, CHI",6201,CHUA 62 MUE TECNOLOGICO,11,1,0.09090909090909091,13,11,0.8461538461538461
"TECAMAC, EDO ME",136701,TCMC 1367 MUE LAS HUERTAS,12,1,0.08333333333333333,13,11,0.8461538461538461
CHALCO EDO MEX,120201,CHLC 1202 MUE SOLIDARIDAD,13,1,0.07692307692307693,13,11,0.8461538461538461
"MONTERREY, N.L.",13401,MTRY 134 MUE LAS TORRES,13,0,0,13,11,0.8461538461538461
"CUAUTLANCINGO, PUE",107802,CTLG 1078 ROP AV MEXICO,12,2,0.16666666666666666,13,11,0.8461538461538461
CULIACAN SIN.,1301,CLCN 13 MUE ANDRADE,11,1,0.09090909090909091,13,11,0.8461538461538461
"TECAMAC, EDO ME",785802,TCMC 7858 ROP PASEOS DEL BOSQ,12,3,0.25,13,11,0.8461538461538461
CIENEGA DE FLORES,99702,,13,2,0.15384615384615385,13,11,0.8461538461538461
SAN JUAN D RIO,27901,SNJR 279 MUE MOCTEZUMA,24,2,0.08333333333333333,26,22,0.8461538461538461
"TEPEAPULCO, HIDALGO",149102,TECO ROP 1491 SAHAGUN,13,2,0.15384615384615385,13,11,0.8461538461538461
"TIANGUISTENCO,EDOMEX",91101,,17,3,0.17647058823529413,19,16,0.8421052631578947
CABO SAN LUCAS,110702,,21,0,0,19,16,0.8421052631578947
MIGUEL HGO D.F.,54302,MHGO 543 -307 CANADA AV J,6,0,0,6,5,0.8333333333333334
"CHIHUAHUA, CHI",4701,CHUA 47 MUE LA SIERRA,11,2,0.18181818181818182,12,10,0.8333333333333334
"CD JUAREZ, CHIU",655601,CDJZ 6556 MUE CARLOS AMAYA,12,1,0.08333333333333333,12,10,0.8333333333333334
"QUERETARO, QRO.",793902,,10,1,0.1,12,10,0.8333333333333334
NAUCALPAN EDO MEX,141401,NCPN 1414 MUE GRAN TERRAZA,13,0,0,12,10,0.8333333333333334
IZTAPALAPA D.F.,90702,,13,1,0.07692307692307693,12,10,0.8333333333333334
"CHIHUAHUA, CHI",4701,,12,0,0,12,10,0.8333333333333334
NAUCALPAN EDO MEX,20501,NCPN C DIGITAL CUATRO CAMINOS,6,0,0,6,5,0.8333333333333334
"LINARES, N.L",34601,,11,1,0.09090909090909091,12,10,0.8333333333333334
"CD JUAREZ, CHIU",101,CDJZ 1 MUE UGARTE,16,1,0.0625,18,15,0.8333333333333334
"NAVOJOA, SON.",71802,NVJA 718 ALLENDE,4,3,0.75,6,5,0.8333333333333334
VERACRUZ VER,650402,VRCZ 6504 ROP FLORESTA,11,1,0.09090909090909091,12,10,0.8333333333333334
"NOGALES, SONORA",130602,,6,0,0,6,5,0.8333333333333334
VILLAHERMOSA,18601,VLLH 186 MUE SAN JOAQUIN,12,1,0.08333333333333333,12,10,0.8333333333333334
"TECAMAC, EDO ME",136702,TCMC 1367 ROP LAS HUERTAS,12,2,0.16666666666666666,12,10,0.8333333333333334
"CUERNAVACA, MOR",141602,,12,1,0.08333333333333333,12,10,0.8333333333333334
NAUCALPAN EDO MEX,20501,,6,0,0,6,5,0.8333333333333334
SAN NICOLAS N.L,69102,,7,0,0,6,5,0.8333333333333334
"NOGALES, SONORA",2601,,12,1,0.08333333333333333,12,10,0.8333333333333334
"PUEBLA, PUEBLA.",7201,PBLA 72 MUE 11 NORTE,11,0,0,12,10,0.8333333333333334
"NAVOJOA, SON.",71802,,6,0,0,6,5,0.8333333333333334
AGUASCALIENTES,51502,AGCS 515 -202 CANADA AGS,6,0,0,6,5,0.8333333333333334
ACATLAN DE PEREZ FIG,116701,ACPE 1167 MUE ZAPATA 2,12,1,0.08333333333333333,12,10,0.8333333333333334
"PUEBLA, PUEBLA.",7201,,11,0,0,12,10,0.8333333333333334
"TRES VALLES, VER",88302,TRSV 883 ROP OBREGON,13,1,0.07692307692307693,12,10,0.8333333333333334
"MAZATLAN, SIN.",8101,MZTN 81 MUE AMERICAS,12,1,0.08333333333333333,12,10,0.8333333333333334
IZTAPALAPA D.F.,90702,IZTP 907 ROP PLAZA CENTRAL,10,2,0.2,12,10,0.8333333333333334
"TIZAPAN EL ALTO, JAL",654902,,6,0,0,6,5,0.8333333333333334
"PUEBLA, PUEBLA.",13901,,17,2,0.11764705882352941,18,15,0.8333333333333334
"SALTILLO, COAH.",127001,,9,0,0,12,10,0.8333333333333334
TAPALPA,112702,,6,0,0,6,5,0.8333333333333334
"TIZAPAN EL ALTO, JAL",654902,TITO 6549 ROP SERDAN,6,1,0.16666666666666666,6,5,0.8333333333333334
GUADALAJARA JAL,8601,GDLJ 86 MUE INDEPENDENCIA2,11,1,0.09090909090909091,12,10,0.8333333333333334
"CARDENAS, TAB",27502,CRDS 275 ROP MOLINA,14,2,0.14285714285714285,12,10,0.8333333333333334
SAN LUIS POTOSI,117602,,12,1,0.08333333333333333,12,10,0.8333333333333334
"SALTILLO, COAH.",69302,,6,0,0,6,5,0.8333333333333334
SAN LUIS POTOSI,117601,,12,1,0.08333333333333333,12,10,0.8333333333333334
GUADALAJARA JAL,138901,GDLJ 1389 MUE JUAN PABLO II,11,2,0.18181818181818182,12,10,0.8333333333333334
A. OBREGON D.F.,768902,ALOB 7689 ROP PLAZA TENARIA,11,2,0.18181818181818182,12,10,0.8333333333333334
NAUCALPAN EDO MEX,15201,,17,0,0,18,15,0.8333333333333334
STA CATARINA NL,133702,STCA 1337 ROP PLAZA DIAZ ORDAZ,6,0,0,6,5,0.8333333333333334
SAN NICOLAS N.L,659902,SNNG 1599 ROP PASEO LA FE,14,0,0,12,10,0.8333333333333334
"DELICIAS, CHIU.",4801,DLCS 48 MUE DELICIAS,10,3,0.3,12,10,0.8333333333333334
SAN NICOLAS N.L,69102,SNNG 691 UNIVERSIDAD,6,1,0.16666666666666666,6,5,0.8333333333333334
"MONTERREY, N.L.",49602,MTRY 496 ROP MITRAS,12,0,0,12,10,0.8333333333333334
"PUEBLA, PUEBLA.",7302,PBLA 73 ROP 8 PONIENTE,10,2,0.2,12,10,0.8333333333333334
"MAZATLAN, SIN.",8101,,12,1,0.08333333333333333,12,10,0.8333333333333334
TLALNEPANTLA DE,106602,,5,1,0.2,6,5,0.8333333333333334
"TIJUANA, BCN",667402,TJNA 6674 ROP MACRO PLAZA INSU,13,0,0,12,10,0.8333333333333334
VILLAHERMOSA,18601,,13,0,0,12,10,0.8333333333333334
VERACRUZ VER,109801,VRCZ 1098 MUE PONTI,11,3,0.2727272727272727,12,10,0.8333333333333334
"GOMEZ PAL, DGO.",777302,,11,1,0.09090909090909091,12,10,0.8333333333333334
EZEQUIEL MONTES,117302,,13,1,0.07692307692307693,12,10,0.8333333333333334
"QUERETARO, QRO.",761702,QRTO 7617 ROP CITADINA CORREGI,6,0,0,6,5,0.8333333333333334
"TIJUANA, BCN",43702,TJNA 437 ROP PLAZA EL REFUGIO,13,1,0.07692307692307693,12,10,0.8333333333333334
"NOGALES, SONORA",130602,NGLS 1306 ROP LA MESA,5,1,0.2,6,5,0.8333333333333334
"IRAPUATO, GTO.",26302,IRPT 263 ROP JACARANDAS,17,4,0.23529411764705882,18,15,0.8333333333333334
"CD JUAREZ, CHIU",101,,16,1,0.0625,18,15,0.8333333333333334
NAUCALPAN EDO MEX,15201,NCPN 152 MUE SAN BARTOLO,18,0,0,18,15,0.8333333333333334
SAN LUIS POTOSI,117601,SNLP 1176 MUE PLAZA MUÑOZ,12,1,0.08333333333333333,12,10,0.8333333333333334
AGUASCALIENTES,51502,,6,0,0,6,5,0.8333333333333334
"MONTERREY, N.L.",101301,,10,2,0.2,12,10,0.8333333333333334
"CD JUAREZ, CHIU",655601,,12,1,0.08333333333333333,12,10,0.8333333333333334
HUAMANTLA,49301,HMTL 493 MUE MORELOS,18,0,0,18,15,0.8333333333333334
A. OBREGON D.F.,768902,,12,0,0,12,10,0.8333333333333334
A. OBREGON D.F.,74102,ALOB 741 ROP OLIVAR DEL CONDE,6,0,0,6,5,0.8333333333333334
CUAUHTEMOC D.F.,84001,,12,2,0.16666666666666666,12,10,0.8333333333333334
CHIAUTLA DE TAPIA,125102,,11,1,0.09090909090909091,12,10,0.8333333333333334
HUEJUTLA DE REYES,93002,,25,4,0.16,23,19,0.8260869565217391
"HERMOSILLO, SON",21101,,17,1,0.058823529411764705,17,14,0.8235294117647058
"MEXICALI, BCN.",761002,,13,1,0.07692307692307693,17,14,0.8235294117647058
CHALCO EDO MEX,40902,CHLC 409 ROP ENSEÑANZA TECNICA,18,1,0.05555555555555555,17,14,0.8235294117647058
"PUEBLA, PUEBLA.",42601,,19,0,0,17,14,0.8235294117647058
"PARRAL, CHIHUAH",14902,,16,4,0.25,17,14,0.8235294117647058
"SOLEDAD DE DOBLADO,",798902,SDBL 7989 ROP SOLEDAD DE DOBL,12,2,0.16666666666666666,17,14,0.8235294117647058
"MISANTLA, VER",93601,MSNT 936 MUE COMONFORT,17,2,0.11764705882352941,17,14,0.8235294117647058
"HERMOSILLO, SON",21101,HLLO 211 MUE PROGRESO,17,0,0,17,14,0.8235294117647058
ALAMO TEMAPACHE,97201,ALMT 972 MUE MADERO,16,1,0.0625,17,14,0.8235294117647058
VERACRUZ VER,16002,,24,4,0.16666666666666666,28,23,0.8214285714285714
"UMAN, YUCATAN",126901,,12,0,0,11,9,0.8181818181818182
LOS REYES LAPAZ,124601,,11,0,0,11,9,0.8181818181818182
"GUADALUPE, N.L.",13802,,12,0,0,11,9,0.8181818181818182
BOCA DEL RIO,778802,BRIO 7788 ROP PLAZA EL DORADO,10,1,0.1,11,9,0.8181818181818182
CIENEGA DE FLORES,134002,,11,2,0.18181818181818182,11,9,0.8181818181818182
"ZAPOPAN, JAL.",88802,ZPPN 888 ROP MERCADO DEL MAR,11,0,0,11,9,0.8181818181818182
SAN JUAN D RIO,145501,SNJR 1455 MUE PLAZA GALERIAS,10,1,0.1,11,9,0.8181818181818182
VILLA HIDALGO,790001,,12,0,0,11,9,0.8181818181818182
"PUEBLA, PUEBLA.",116902,,11,0,0,11,9,0.8181818181818182
"QUERETARO, QRO.",134202,,11,0,0,11,9,0.8181818181818182
"GUADALUPE, N.L.",13802,GDLP 138 ROP ACAPULCO,11,0,0,11,9,0.8181818181818182
BOCA DEL RIO,778802,,10,0,0,11,9,0.8181818181818182
"ZAPOPAN, JAL.",88802,,12,0,0,11,9,0.8181818181818182
"QUERETARO, QRO.",134201,,12,0,0,11,9,0.8181818181818182
GUADALAJARA JAL,115901,GDLJ 1159 MUE TETLAN,10,1,0.1,11,9,0.8181818181818182
"TIZAYUCA, HIDALGO",73302,TZYC 733 PLAZA BONITA,10,1,0.1,11,9,0.8181818181818182
"DOLORES HIDALGO,GTO",38402,DHGO 384 ROP MICHOACAN,18,2,0.1111111111111111,16,13,0.8125
GENERAL ESCOBED,11501,,15,0,0,16,13,0.8125
NAUCALPAN EDO MEX,771702,,16,0,0,16,13,0.8125
"TUXPAN,VERACRUZ",45202,TXPN 452 ROP PLAZA CRISTAL,15,3,0.2,16,13,0.8125
TEHUACAN PUEBLA,774801,TEHC 7748 MUE LOPEZ MATEOS,17,1,0.058823529411764705,16,13,0.8125
NAUCALPAN EDO MEX,771702,NCPN 7717 ROP PARQUE TOREO,16,0,0,16,13,0.8125
SANTA LUCIA DEL CAMI,117501,,14,2,0.14285714285714285,16,13,0.8125
"IXTAPALUCA, E.M",89401,IXTP 894 MUE PATIO AYOTLA,15,2,0.13333333333333333,16,13,0.8125
